directory;filename;severity;errorType;errorMessage
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-521.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-521.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-533.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-533.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-537.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-537.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-558.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-558.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-545.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-545.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-559.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-559.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-573.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-573.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-591.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-591.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-608.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-608.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-607.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-607.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-629.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-629.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-643.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-643.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-602.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-602.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-626.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-626.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-660.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-660.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-655.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-655.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-661.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-661.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-667.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-667.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-134.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-134.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-685.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-685.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-040.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-040.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-166.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-166.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-681.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-681.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-677.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-677.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-148.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-148.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-059.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-059.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-401.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-401.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-227.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-227.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-026.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-026.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-209.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-209.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-063.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-063.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-388.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-388.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-497.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-497.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-550.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-550.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-000e.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-000e.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-513.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-513.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-411.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-411.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-182.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-182.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-185.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-185.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-275.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-275.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-414.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-414.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-379.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-379.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-542.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-542.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-246.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-246.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-038.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-038.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-112.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-112.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-495.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-495.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-404.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-404.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-335.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-335.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-372.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-372.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-164.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-164.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-142.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-142.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-361.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-361.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-474.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-474.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-405.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-405.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-329.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-329.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-161.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-161.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-190.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-190.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-036.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-036.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-549.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-549.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-048.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-048.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-117.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-117.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-318.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-318.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-440.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-440.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-334.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-334.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-272.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-272.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-104.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-104.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-143.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-143.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-298.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-298.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-539.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-539.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-079.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-079.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-146.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-146.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-359.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-359.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-145.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-145.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-427.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-427.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-462.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-462.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-037.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-037.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-333.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-333.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-100.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-100.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-180.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-180.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-003.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-003.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-285.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-285.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-257.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-257.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-340.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-340.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-302.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-302.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-222.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-222.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-170.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-170.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-013.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-013.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-078.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-078.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-485.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-485.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-470.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-470.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-094.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-094.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-552.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-552.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-399.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-399.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-555.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-555.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-556.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-556.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-561.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-561.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-562.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-562.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-568.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-568.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-604.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-604.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-594.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-594.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-581.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-581.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-617.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-617.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-450.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-450.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-622.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-622.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-627.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-627.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-632.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-632.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-621.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-621.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-620.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-620.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-642.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-642.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-630.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-630.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-658.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-658.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-645.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-645.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-650.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-650.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-271.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-271.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-517.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-517.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-636.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-636.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-126.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-126.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-041.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-041.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-354.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-354.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-030.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-030.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-582.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-582.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-287.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-287.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-465.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-465.jpg"
